Film,Rotten Tomatoes % critics,Metacritic % critics,Average critics %,Rotten Tomatoes Audience %,Metacritic Audience %,Rotten Tomatoes vs Metacritic % deviance,Average audience %,Audience vs Critics deviance %,Primary Genre,Genres,Script Type,Opening weekend ($million),Opening Weekend,Domestic gross ($million),Domestic Gross,Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million),% of Gross earned abroad,Budget ($million),% Budget recovered,% Budget recovered opening weekend,Year,Oscar Winners,Oscar Detail,Link
Peter Rabbit,64.0,51.0,57.5,58.0,65.0,-7,61.5,-4,Adventure,Adventure,adaptation,25.010928,25010928.0,115.234093,115234093.0,235.984098,235984098,351218191.0,351.218191,0.6719016954,50.0,7.02436382,0.50021856,2018.0,,,https://www.amazon.com/Peter-Rabbit-Margot-Robbie/dp/B079811DT2/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975333&sr=1-2&keywords=Peter+Rabbit
300.0,60.0,51.0,55.5,89.0,71.0,18,80,-24.5,adventure,"period, action",adaptation,70.885301,70885301.0,210.614939,210614939.0,245.453242,245453242,456068181.0,456.068181,0.5381941829,65.0,7.016433554,1.090543092,2007.0,,,http://www.amazon.co.uk/dp/B00EU7O4D8?ref_=imdbref_tt_wbr_aiv&tag=imdbtag_tt_wbr_aiv-21
Show Dogs,17.0,31.0,24,25.0,13.0,12,19,5,Comedy,Comedy,original screenplay,6.023972,6023972.0,17.744685,17744685.0,20.788427,20788427,38533112.0,385.33112,0.539495149,5.5,7.006020364,1.095267636,2018.0,,,https://www.amazon.com/Show-Dogs-Will-Arnett/dp/B07CZSN6ZY/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974776&sr=1-2&keywords=Show+Dogs
The Shallows,78.0,59.0,68.5,60.0,65.0,-5,62.5,6,Drama,Drama,original screenplay,16.800868,16800868.0,55.121623,55121623.0,63.976715,63976715,119098338.0,119.098338,0.5371755482,17.0,7.005784588,0.9882863529,2016.0,,,https://www.amazon.com/Shallows-Blake-Lively/dp/B01HBVH634/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481219063&sr=1-1&keywords=The+Shallows
Another Earth,63.0,66.0,64.5,74.0,72.0,2,73,-8.5,sci-fi,sci-fi ,original screenplay,0.08,80000.0,1.32,1320000.0,0.45,450000,1400001.32,1.40000132,0.3214282684,0.2,7.0000066,0.4,2011.0,,,http://www.amazon.com/gp/product/B006FTCH2E/?tag=titb-20
Fifty Shades Darker,10.0,33.0,21.5,49.0,30.0,19,39.5,-18,romance,romance,"sequel, adaptation",46.60725,46607250.0,114.43401,114434010.0,266.547533,266547533,380981543.0,380.981543,0.6996337169,55.0,6.926937145,0.8474045455,2017.0,,,https://www.amazon.co.uk/Fifty-Shades-Darker-Dakota-Johnson/dp/B01N4TQAB4/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978565&sr=1-1&keywords=Fifty+Shades+Darker
Winter's Bone,94.0,90.0,92,73.0,73.0,0,73,19,drama,drama,adaptation,0.8,800000.0,6.53,6530000.0,7.3,7300000,13830000.0,13.83,0.5278380333,2.0,6.915,0.4,2010.0,,,http://www.amazon.com/gp/product/B008Y6YLBG/?tag=titb-20
The Twilight Saga: Breaking Dawn Part 2,48.0,52.0,50,71.0,42.0,29,56.5,-6.5,adventure,"adventure, fantasy",sequel,141.067634,141067634.0,292.324737,292324737.0,537.36064,537360640,829685377.0,829.685377,0.6476679653,120.0,6.914044808,1.175563617,2012.0,,,http://www.amazon.com/gp/product/B00BLQQQJ6/?tag=titb-20
Marvel's The Avengers,92.0,69.0,80.5,91.0,79.0,12,85,-4.5,action,"action, fantasy",adaptation,207.438708,207438708.0,623.35791,623357910.0,895.237,895237000,1518594910.0,1518.59491,0.5895166605,220.0,6.902704136,0.9429032182,2012.0,,,http://www.amazon.com/gp/product/B009GEBBNQ/?tag=titb-20
End of Watch,85.0,68.0,76.5,86.0,77.0,9,81.5,-5,crime,"crime, thriller",original screenplay,13.152683,13152683.0,41.003371,41003371.0,7.123013,7123013,48126384.0,48.126384,0.1480064033,7.0,6.875197714,1.878954714,2012.0,,,http://www.amazon.com/gp/product/B00B4GNZHE/?tag=titb-20
Lowriders,55.0,57.0,56,63.0,-,-,-,-,drama,drama,original screenplay,2.403885,2403885.0,6.179955,6179955.0,0.0,0,6179955.0,6.179955,0.0,0.9,6.866616667,2.670983333,2017.0,,,https://www.amazon.co.uk/Lowriders-Demian-Bichir/dp/B074TK7SYD/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981116&sr=1-1&keywords=Lowriders
Book Club,53.0,53.0,53,57.0,48.0,9,52.5,0.5,Comedy,Comedy,original screenplay,13.582231,13582231.0,68.566296,68566296.0,0.0,0,68566296.0,685.66296,0.0,10.0,6.8566296,1.3582231,2018.0,,,https://www.amazon.com/Book-Club-Diane-Keaton/dp/B07CYTJWR2/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970284&sr=1-2&keywords=Book+Club
Cloverfield,77.0,64.0,70.5,67.0,61.0,6,64,6.5,action,"action, sci-fi, thriller",original screenplay,40.1,40100000.0,80.05,80050000.0,90.72,90720000,170770000.0,170.77,0.5312408503,25.0,6.8308,1.604,2008.0,,,http://www.amazon.com/gp/product/B001AOKA3W/?tag=titb-20
Captain Marvel,78.0,64.0,71,58.0,36.0,22,47,24,Action,"Action, Adventure, Sci-Fi",adaptation,153.433423,153433423.0,373.880366,373880366.0,664.099896,664099896,1037980262.0,1037.980262,0.6398001198,152.0,6.828817513,1.009430414,2019.0,,,https://www.amazon.co.uk/Marvel-Studios-Captain-Larson-Danvers/dp/B07P8NDRH7/ref=sr_1_1?keywords=Captain+Marvel&qid=1557072388&s=instant-video&sr=1-1
Zootopia,98.0,78.0,88,93.0,88.0,5,90.5,-2.5,Adventure,Adventure,original screenplay,75.063401,75063401.0,341.268248,341268248.0,682.486254,682486254,1023754502.0,1023.754502,0.6666503079,150.0,6.825030013,0.5004226733,2016.0,,,https://www.amazon.com/Zootopia-Theatrical-Ginnifer-Goodwin/dp/B01CIV3XCU/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481219530&sr=1-1&keywords=Zootopia
17 Again ,55.0,48.0,51.5,70.0,60.0,10,65,-13.5,comedy,"comedy, romance",original screenplay,23.7,23700000.0,64.2,64200000.0,72.1,72100000,136300000.0,136.3,0.5289801908,20.0,6.815,1.185,2009.0,,,http://www.amazon.com/gp/product/B0091WAKL2/?tag=titb-20
Saw 3-D,10.0,24.0,17,47.0,54.0,-7,50.5,-33.5,horror,"crime, horror",sequel,22.53,22530000.0,45.71,45710000.0,90.44,90440000,136150000.0,136.15,0.6642673522,20.0,6.8075,1.1265,2010.0,,,http://www.amazon.com/gp/product/B004I7IPL2/?tag=titb-20
Crawl,83.0,60.0,71.5,75.0,61.0,14,68,3.5,Horror,Horror,original screenplay,12.00521,12005210.0,39.014193,39014193.0,52.502455,52502455,91516648.0,91.516648,0.5736929416,13.5,6.779010963,0.8892748148,2019.0,,,https://www.amazon.co.uk/Crawl-Kaya-Scodelario/dp/B07WRDLS8K/ref=sr_1_1?keywords=Crawl&qid=1577973297&s=instant-video&sr=1-1
Fifty Shades Freed,12.0,31.0,21.5,39.0,35.0,4,37,-15.5,Drama,Drama,"adaptation, sequel",38.560195,38560195.0,100.40776,100407760.0,270.741918,270741918,371149678.0,371.149678,0.7294682821,55.0,6.748175964,0.7010944545,2018.0,,,https://www.amazon.com/Fifty-Shades-Freed-Dakota-Johnson/dp/B079NS6JL5/ref=sr_1_3?s=instant-video&ie=UTF8&qid=1546970517&sr=1-3&keywords=Fifty+Shades+Freed
The Game Plan,27.0,44.0,35.5,69.0,62.0,7,65.5,-30,family,"family, comedy",original screenplay,22.950971,22950971.0,90.636983,90636983.0,57.232341,57232341,147869324.0,147.869324,0.3870467481,22.0,6.721332909,1.043225955,2007.0,,,http://www.amazon.co.uk/Download-Movie-Game-Plan-Rock/dp/B00FZMR7CC/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386610&sr=1-1&keywords=The+Game+Plan
Paranormal Activity: The Ghost Dimension,11.0,30.0,20.5,33.0,37.0,-4,35,-14.5,horror,horror,sequel,8.070493,8070493.0,16.281378,16281378.0,50.8,50800000,67081378.0,67.081378,0.7572891541,10.0,6.7081378,0.8070493,2015.0,,,http://www.amazon.com/gp/product/B018SSYB96/?tag=titb-20
Skyline,16.0,26.0,21,19.0,34.0,-15,26.5,-5.5,action,"action, sci-fi, thriller",original screenplay,11.69,11690000.0,21.39,21390000.0,45.43,45430000,66820000.0,66.82,0.6798862616,10.0,6.682,1.169,2010.0,,,http://www.amazon.com/gp/product/B004UTCGNG/?tag=titb-20
Baby Driver,93.0,86.0,89.5,86.0,79.0,7,82.5,7,action,"action, crime",original screenplay,20.55332,20553320.0,107.825862,107825862.0,119.119225,119119225,226945087.0,226.945087,0.5248812679,34.0,6.6748555,0.6045094118,2017.0,,,https://www.amazon.co.uk/Baby-Driver-Jamie-Foxx/dp/B073DPLHDW/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981529&sr=1-1&keywords=Baby+Driver
Deadpool 2,82.0,66.0,74,86.0,78.0,8,82,-8,Action,Action,sequel,125.507153,125507153.0,318.402623,318402623.0,415.641416,415641416,734044039.0,734.044039,0.5662349858,110.0,6.673127627,1.140974118,2018.0,,,https://www.amazon.com/Deadpool-2-Ryan-Reynolds/dp/B07D5KWFJ7/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970385&sr=1-2&keywords=Deadpool+2
The Hunger Games: Catching Fire,89.0,75.0,82,90.0,79.0,11,84.5,-2.5,Action,"Action, Adventure, Sci-Fi, Drama, Thriller",sequel,158.074286,158074286.0,424.668047,424668047.0,440.343699,440343699,864912963.0,864.912963,0.5091190881,130.0,6.653176638,1.215956046,2013.0,,,http://www.amazon.com/gp/product/B00I2TV3NO/?tag=titb-20
Pitch Perfect,81.0,66.0,73.5,83.0,78.0,5,80.5,-7,comedy,"comedy, music, romance",adaptation,5.149433,5149433.0,65.001093,65001093.0,48.040982,48040982,113042075.0,113.042075,0.4249831932,17.0,6.649533824,0.3029078235,2012.0,,,http://www.amazon.com/gp/product/B015O6OZUA/?tag=titb-20
Dr Seuss' The Grinch,58.0,51.0,54.5,55.0,65.0,-10,60,-5.5,Animation,Animation,adaptation,67.572855,67572855.0,269.612735,269612735.0,228.7,228700000,498312735.0,498.312735,0.4589487363,75.0,6.6441698,0.9009714,2018.0,,,https://www.amazon.com/Illumination-Presents-Dr-Seuss-Grinch/dp/B07K6Y4GF2/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970459&sr=1-1&keywords=Dr+Seuss%27+The+Grinch
True Grit,96.0,80.0,88,86.0,78.0,8,82,6,adventure,"adventure, western",adaptation,24.0,24000000.0,171.24,171240000.0,81.03,81030000,252270000.0,252.27,0.3212034725,38.0,6.638684211,0.6315789474,2010.0,,,http://www.amazon.com/gp/product/B0054NRPMO/?tag=titb-20
Knocked Up,91.0,85.0,88,83.0,67.0,16,75,13,romance,romantic comedy,original screenplay,30.69099,30690990.0,148.768917,148768917.0,70.232344,70232344,219001261.0,219.001261,0.3206937882,33.0,6.636401848,0.93003,2007.0,,,http://www.amazon.co.uk/Knocked-Up-Seth-Rogen/dp/B00I9LTSFA/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386187&sr=1-1&keywords=Knocked+Up
22 Jump Street,85.0,71.0,78,78.0,74.0,4,76,2,action,"action, comedy, crime",adaptation,57.071445,57071445.0,191.719337,191719337.0,139.614539,139614539,331333876.0,331.333876,0.421371158,50.0,6.62667752,1.1414289,2014.0,,,http://www.amazon.com/gp/product/B00KVLQT6M/?tag=titb-20
Magic Mike XXL,62.0,60.0,61,61.0,55.0,6,58,3,comedy,"comedy, drama",sequel,12.857184,12857184.0,66.013057,66013057.0,51.8,51800000,117813057.0,117.813057,0.4396796189,17.8,6.618711067,0.7223137079,2015.0,,,http://www.amazon.com/gp/product/B016887N70/?tag=titb-20
Wonder,85.0,66.0,75.5,91.0,77.0,14,84,-8.5,drama,drama,adaptation,27.547866,27547866.0,103.024892,103024892.0,29.33582,29335820,132360712.0,132.360712,0.2216354049,20.0,6.6180356,1.3773933,2017.0,,,https://www.amazon.co.uk/Wonder-Jacob-Tremblay/dp/B077T9YBQ3/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980375&sr=1-1&keywords=Wonder
Bad Teacher,44.0,47.0,45.5,38.0,51.0,-13,44.5,1,comedy,comedy,original screenplay,31.6,31600000.0,100.29,100290000.0,115.9,115900000,131890100.3,131.8901003,0.878761937,20.0,6.594505015,1.58,2011.0,,,http://www.amazon.com/gp/product/B005W8SNNG/?tag=titb-20
Black Panther,97.0,88.0,92.5,79.0,67.0,12,73,19.5,Action,Action,original screenplay,202.003951,202003951.0,785.221649,785221649.0,561.622385,561622385,1346844034.0,1346.844034,0.4169914042,205.0,6.569970898,0.9853851268,2018.0,,,https://www.amazon.com/Black-Panther-Plus-Bonus-Content/dp/B079S4NZ2R/ref=sr_1_3?s=instant-video&ie=UTF8&qid=1546970045&sr=1-3&keywords=Black+Panther
Love & Friendship,98.0,87.0,92.5,62.0,69.0,-7,65.5,27,Drama,Drama,adaptation,0.133513,133513.0,14.016568,14016568.0,5.633566,5633566,19650134.0,19.650134,0.2866935157,3.0,6.550044667,0.04450433333,2016.0,,,https://www.amazon.com/Love-Friendship-Kate-Beckinsale/dp/B01F4CBK20/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218337&sr=1-1&keywords=Love+%26+Friendship
The Vow,29.0,43.0,36,63.0,60.0,3,61.5,-25.5,romance,romance,based on a true story ,41.202458,41202458.0,125.01403,125014030.0,71.10054,71100540,196114570.0,196.11457,0.3625459342,30.0,6.537152333,1.373415267,2012.0,,,http://www.amazon.com/gp/product/B007URCTOG/?tag=titb-20
The Farewell,99.0,89.0,94,87.0,89.0,-2,88,6,Comedy,Comedy,based on a true story,0.355662,355662.0,17.700478,17700478.0,1.906283,1906283,19606761.0,19.606761,0.09722579879,3.0,6.535587,0.118554,2019.0,,,https://www.amazon.co.uk/Farewell-PoLin/dp/B082LS2P8N/ref=sr_1_1?crid=W489TX2UC8JL&keywords=the+farewell&qid=1577974370&s=instant-video&sprefix=The+Farewell%2Cinstant-video%2C154&sr=1-1
The Spirit,14.0,30.0,22,29.0,50.0,-21,39.5,-17.5,action,"action, comedy, crime",adaptation,6.5,6500000.0,19.81,19810000.0,19.23,19230000,39040000.0,39.04,0.4925717213,6.0,6.506666667,1.083333333,2008.0,,,http://www.amazon.com/gp/product/B0029M48E6/?tag=titb-20
No Country for Old Men,95.0,91.0,93,86.0,76.0,10,81,12,crime,"crime, drama",adaptation,1.226333,1226333.0,74.283625,74283625.0,86.715832,86715832,160999457.0,160.999457,0.5386094687,25.0,6.43997828,0.04905332,2007.0,Oscar Winner,"Best Picture, Best Director, Best Supporting Actor, Best Adapted Screenplay",http://www.amazon.co.uk/Country-Old-Men-Tommy-Jones/dp/B00FYNJQDA/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386324&sr=1-1&keywords=no+country+for+old+men
The Boy,27.0,42.0,34.5,39.0,67.0,-28,53,-18.5,Horror,Horror,original screenplay,10.778392,10778392.0,35.819556,35819556.0,28.368811,28368811,64188367.0,64.188367,0.4419618745,10.0,6.4188367,1.0778392,2016.0,,,https://www.amazon.com/Boy-Lauren-Cohan/dp/B01EGW8T3W/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218916&sr=1-1&keywords=The+Boy
Beasts of the Southern Wild,86.0,86.0,86,76.0,74.0,2,75,11,fantasy,fantasy,adaptation,0.169702,169702.0,12.795746,12795746.0,9.0,9000000,12795755.0,12.795755,0.7033582622,2.0,6.3978775,0.084851,2012.0,,,http://www.amazon.com/gp/product/B00ABD0M54/?tag=titb-20
The Lion King,53.0,55.0,54,88.0,67.0,21,77.5,-23.5,Adventure,Adventure,remake / reboot,191.770759,191770759.0,543.637114,543637114.0,1112.675054,1112675054,1656312168.0,1656.312168,0.6717785907,260.0,6.370431415,0.7375798423,2019.0,,,https://www.amazon.co.uk/Lion-King-Donald-Glover-Simba/dp/B07VWS9YJN/ref=sr_1_1?crid=1PXNTUYY6003&keywords=the+lion+king&qid=1577974442&s=instant-video&sprefix=The+Lion+King%2Cinstant-video%2C166&sr=1-1
Avengers: Infinity War,83.0,68.0,75.5,91.0,85.0,6,88,-12.5,Action,Action,sequel,257.698183,257698183.0,678.690536,678690536.0,1367.467024,1367467024,2046157560.0,2046.15756,0.6683097386,321.2,6.370353549,0.8022982036,2018.0,,,https://www.amazon.com/Avengers-Infinity-Robert-Downey-Jr/dp/B07CKQ4R7X/ref=sr_1_3?s=instant-video&ie=UTF8&qid=1546969990&sr=1-3&keywords=Avengers%3A+Infinity+War
Our Idiot Brother,68.0,60.0,64,79.0,65.0,14,72,-8,comedy,comedy,original screenplay,7.01,7010000.0,24.82,24820000.0,1.0,1000000,31830024.82,31.83002482,0.0314168778,5.0,6.366004964,1.402,2011.0,,,http://www.amazon.com/gp/product/B006FTCBF2/?tag=titb-20
Logan,93.0,77.0,85,90.0,87.0,3,88.5,-3.5,action,"action, adventure",adaptation,88.411916,88411916.0,226.277068,226277068.0,390.518532,390518532,616795600.0,616.7956,0.6331409173,97.0,6.358717526,0.9114630515,2017.0,,,https://www.amazon.co.uk/Logan-Hugh-Jackman/dp/B06X96QF44/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980685&sr=1-1&keywords=Logan
American Hustle,93.0,90.0,91.5,74.0,75.0,-1,74.5,17,Drama,"Drama, History, Thriller, Crime",based on a true story,0.740455,740455.0,150.117807,150117807.0,101.054,101054000,251171807.0,251.171807,0.4023301867,40.0,6.279295175,0.018511375,2013.0,,,http://www.amazon.com/gp/product/B00J2PEZAU/?tag=titb-20
Devil,52.0,44.0,48,45.0,63.0,-18,54,-6,horror,"horror, mystery, thriller",original screenplay,12.3,12300000.0,33.6,33600000.0,29.09,29090000,62690000.0,62.69,0.4640293508,10.0,6.269,1.23,2010.0,,,http://www.amazon.com/gp/product/B004EAQNO4/?tag=titb-20
What Happens in Vegas,28.0,36.0,32,72.0,58.0,14,65,-33,comedy,"comedy, romance",original screenplay,20.17,20170000.0,80.28,80280000.0,139.1,139100000,219380000.0,219.38,0.6340596226,35.0,6.268,0.5762857143,2008.0,,,http://www.amazon.com/gp/product/B001GLYMII/?tag=titb-20
Saw VI ,40.0,30.0,35,67.0,64.0,3,65.5,-30.5,horror,"horror, mystery",sequel,14.1,14100000.0,27.69,27690000.0,40.5,40500000,68190000.0,68.19,0.5939287286,11.0,6.199090909,1.281818182,2009.0,,,http://www.amazon.com/gp/product/B00OSQ7QSQ/?tag=titb-20
How to be a Latin Lover,38.0,54.0,46,62.0,54.0,8,58,-12,comedy,comedy,original screenplay,12.252439,12252439.0,32.149404,32149404.0,29.731968,29731968,61881372.0,61.881372,0.4804671752,10.0,6.1881372,1.2252439,2017.0,,,https://www.amazon.co.uk/How-Latin-Lover-Salma-Hayek/dp/B074G4C1FP/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978945&sr=1-1&keywords=How+to+be+a+Latin+Lover
"Everything, Everything",46.0,52.0,49,62.0,48.0,14,55,-6,drama,drama,adaptation,11.72739,11727390.0,34.12114,34121140.0,27.5,27500000,61621140.0,61.62114,0.4462754178,10.0,6.162114,1.172739,2017.0,,,https://www.amazon.co.uk/Everything-Amandla-Stenberg/dp/B074MR3XGM/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980574&sr=1-1&keywords=Everything%2C+Everything
Ride Along,18.0,41.0,29.5,59.0,55.0,4,57,-27.5,action,"action, comedy, adventure, family, animation",original screenplay ,41.51617,41516170.0,134.9382,134938200.0,19.059619,19059619,153997819.0,153.997819,0.1237655125,25.0,6.15991276,1.6606468,2014.0,,,http://www.amazon.com/gp/product/B00JP5P1KU/?tag=titb-20
The Possession,40.0,45.0,42.5,49.0,54.0,-5,51.5,-9,horror,"horror, thriller",original screenplay,17.73248,17732480.0,49.130154,49130154.0,36.315921,36315921,85446075.0,85.446075,0.4250156722,14.0,6.103291071,1.266605714,2012.0,,,http://www.amazon.com/gp/product/B00B19DMUE/?tag=titb-20
Iron Man 3,79.0,62.0,70.5,79.0,64.0,15,71.5,-1,Action,"Action, Adventure, Sci-Fi, Thriller, Fantasy",sequel,174.144585,174144585.0,409.013994,409013994.0,805.797258,805797258,1215439994.0,1215.439994,0.662967536,200.0,6.07719997,0.870722925,2013.0,,,http://www.amazon.com/gp/product/B00FEHXCIG/?tag=titb-20
Gifted,73.0,60.0,66.5,85.0,76.0,9,80.5,-14,drama,drama,original screenplay,0.44638,446380.0,24.801212,24801212.0,17.634981,17634981,42436193.0,42.436193,0.4155646337,7.0,6.062313286,0.06376857143,2017.0,,,https://www.amazon.co.uk/Gifted-Marc-Webb/dp/B071WXC22Q/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978921&sr=1-1&keywords=Gifted
Gone Girl,88.0,79.0,83.5,88.0,81.0,7,84.5,-1,drama,"drama, mystery, thriller",adaptation,37.513109,37513109.0,167.767189,167767189.0,200.294722,200294722,368061911.0,368.061911,0.5441875837,61.0,6.03380182,0.614969,2014.0,,,http://www.amazon.com/gp/product/B00S65TBHY/?tag=titb-20
Vicky Cristina Barcelona,82.0,70.0,76,73.0,69.0,4,71,5,romance,romance,original screenplay,3.76,3760000.0,23.22,23220000.0,73.19,73190000,96410000.0,96.41,0.7591536148,16.0,6.025625,0.235,2008.0,,,http://www.amazon.com/gp/product/B0026977EK/?tag=titb-20
The Hunger Games: Mockingjay - Part 1,65.0,64.0,64.5,73.0,63.0,10,68,-3.5,action,"action, adventure, sci-fi, drama, thriller",adaptation,121.897634,121897634.0,337.135885,337135885.0,414.964344,414964344,752100229.0,752.100229,0.5517407494,125.0,6.016801832,0.975181072,2014.0,,,http://www.amazon.com/gp/product/B00T6UD7BY/?tag=titb-20
Bridesmaids,90.0,75.0,82.5,77.0,72.0,5,74.5,8,comedy,"comedy, romance",original screenplay,26.25,26250000.0,169.11,169110000.0,119.28,119280000,195360169.1,195.3601691,0.610564582,32.5,6.011082126,0.8076923077,2011.0,,,http://www.amazon.com/gp/product/B005KL3QZ0/?tag=titb-20
The Impossible,81.0,73.0,77,85.0,80.0,5,82.5,-5.5,thriller,"history, thriller",based on a true story ,0.143818,143818.0,19.019882,19019882.0,161.254241,161254241,180274123.0,180.274123,0.8944946636,30.0,6.009137433,0.004793933333,2012.0,,,http://www.amazon.com/gp/product/B00CHIMG6Y/?tag=titb-20
Shutter,7.0,37.0,22,40.0,59.0,-19,49.5,-27.5,horror,"horror, mystery, thriller",remake / reboot,10.5,10500000.0,25.93,25930000.0,21.95,21950000,47880000.0,47.88,0.4584377611,8.0,5.985,1.3125,2008.0,,,http://www.amazon.com/gp/product/B001E7EONM/?tag=titb-20
It: Chapter Two,62.0,58.0,60,78.0,65.0,13,71.5,-11.5,Horror,Horror,sequel,91.062152,91062152.0,211.591984,211591984.0,258.9,258900000,470491984.0,470.491984,0.55027505,79.0,5.955594734,1.152685468,2019.0,,,https://www.amazon.co.uk/Chapter-Two-Jessica-Chastain/dp/B07XKF92TF/ref=sr_1_1?crid=1JL3OOI8YCA9I&keywords=it+chapter+two&qid=1577973553&s=instant-video&sprefix=It%3A+Chapter+Two%2Cinstant-video%2C148&sr=1-1
Disturbia,67.0,62.0,64.5,77.0,81.0,-4,79,-14.5,drama,"drama, thriller",adaptation,22.224982,22224982.0,80.209692,80209692.0,37.550442,37550442,117760134.0,117.760134,0.3188722764,20.0,5.8880067,1.1112491,2007.0,,,http://www.amazon.co.uk/Disturbia-Shia-Labeouf/dp/B00FYO8N4C/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457385752&sr=1-1&keywords=Disturbia
Lee Daniels' The Butler,72.0,66.0,69,78.0,67.0,11,72.5,-3.5,Biography,"Biography, Drama, History",based on a true story,24.637312,24637312.0,116.632095,116632095.0,59.966813,59966813,176598908.0,176.598908,0.3395650272,30.0,5.886630267,0.8212437333,2013.0,,,http://www.amazon.com/gp/product/B00H6PG2NG/?tag=titb-20
The Hitman's Bodyguard,40.0,47.0,43.5,69.0,64.0,5,66.5,-23,action,"action, comedy",original screenplay,21.384504,21384504.0,75.468583,75468583.0,101.118118,101118118,176586701.0,176.586701,0.5726258967,30.0,5.886223367,0.7128168,2017.0,,,https://www.amazon.co.uk/Hitmans-Bodyguard-Ryan-Reynolds/dp/B074N3GBGB/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546977830&sr=1-1&keywords=The+Hitman%27s+Bodyguard
Looper,93.0,84.0,88.5,82.0,77.0,5,79.5,9,action,"action, crime, sci-fi",original screenplay,20.801522,20801522.0,66.486205,66486205.0,110.020614,110020614,176506819.0,176.506819,0.6233221732,30.0,5.883560633,0.6933840667,2012.0,,,http://www.amazon.com/gp/product/B00A9X9TIW/?tag=titb-20
Frozen II,78.0,65.0,71.5,92.0,69.0,23,80.5,-9,Adventure,Adventure,sequel,130.263358,130263358.0,300.194495,300194495.0,582.1,582100000,882294495.0,882.294495,0.659757035,150.0,5.8819633,0.8684223867,2019.0,,,-
The Case for Christ,55.0,50.0,52.5,80.0,70.0,10,75,-22.5,drama,drama,"adaptation, based on a true story",3.967885,3967885.0,14.682684,14682684.0,2.961812,2961812,17644496.0,17.644496,0.1678603911,3.0,5.881498667,1.322628333,2017.0,,,https://www.amazon.co.uk/Case-Christ-Erika-Christensen/dp/B07FCQ16Y7/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546977871&sr=1-1&keywords=The+Case+for+Christ
Alvin and the Chipmunks: The Squeakquel ,21.0,41.0,31,59.0,45.0,14,52,-21,animation,"animation, comedy, family",sequel,48.8,48800000.0,219.5,219500000.0,223.0,223000000,440700000.0,440.7,0.5060131609,75.0,5.876,0.6506666667,2009.0,,,http://www.amazon.com/gp/product/B009EEOP04/?tag=titb-20
Tangerine,95.0,85.0,90,80.0,73.0,7,76.5,13.5,comedy,"comedy, drama",original screenplay,0.060683,60683.0,0.702354,702354.0,0.0,198116,702354.0,0.702354,0.2820742816,0.12,5.85295,0.5056916667,2015.0,,,http://www.amazon.com/gp/product/B017I242IS/?tag=titb-20
Sherlock Holmes ,70.0,57.0,63.5,81.0,73.0,8,77,-13.5,action,"action, adventure, crime",adaptation,62.3,62300000.0,209.02,209020000.0,315.0,315000000,524020000.0,524.02,0.6011220946,90.0,5.822444444,0.6922222222,2009.0,,,http://www.amazon.com/gp/product/B0038P59A0/
